date,bike
2016-01-01,356.25
2016-01-02,444.84375
2016-01-03,236.5625
2016-01-04,888.0208333333333
2016-01-05,870.1041666666667
2016-01-06,950.0
2016-01-07,686.875
2016-01-08,1044.5833333333333
2016-01-09,831.875
2016-01-10,470.625
2016-01-11,803.59375
2016-01-12,935.5208333333333
2016-01-13,1020.0
2016-01-14,723.4895833333335
2016-01-15,941.9270833333333
2016-01-16,712.1875
2016-01-17,496.82291666666663
2016-01-18,805.78125
2016-01-19,823.8020833333333
2016-01-20,810.0
2016-01-21,863.2291666666667
2016-01-22,686.71875
2016-01-23,637.5
2016-01-24,595.8854166666666
2016-01-25,1028.6979166666667
2016-01-26,1548.072916666667
2016-01-27,727.96875
2016-01-28,926.875
2016-01-29,828.4895833333333
2016-01-30,327.91666666666663
2016-01-31,420.46875
2016-02-01,1093.75
2016-02-02,1000.0520833333333
2016-02-03,973.9583333333333
2016-02-04,987.3958333333333
2016-02-05,1238.90625
2016-02-06,1009.5833333333333
2016-02-07,904.7916666666667
2016-02-08,772.4479166666667
2016-02-09,583.9583333333334
2016-02-10,951.71875
2016-02-11,938.0729166666667
2016-02-12,691.1979166666665
2016-02-13,341.5625
2016-02-14,433.48958333333337
2016-02-15,867.65625
2016-02-16,1007.7604166666667
2016-02-17,909.84375
2016-02-18,759.53125
2016-02-19,928.0208333333333
2016-02-20,586.8229166666666
2016-02-21,980.6770833333333
2016-02-22,739.4270833333335
2016-02-23,844.6875
2016-02-24,815.625
2016-02-25,877.3958333333333
2016-02-26,810.0520833333335
2016-02-27,634.4791666666666
2016-02-28,843.28125
2016-02-29,775.78125
2016-03-01,649.1145833333335
2016-03-02,1312.03125
2016-03-03,718.8020833333335
2016-03-04,514.1145833333334
2016-03-05,494.01041666666663
2016-03-06,525.8333333333334
2016-03-07,564.84375
2016-03-08,797.7604166666667
2016-03-09,554.53125
2016-03-10,799.7916666666667
2016-03-11,1049.21875
2016-03-12,896.7708333333333
2016-03-13,1020.46875
2016-03-14,1120.3125
2016-03-15,1097.4479166666667
2016-03-16,990.2604166666667
2016-03-17,1284.0625
2016-03-18,1116.6666666666667
2016-03-19,729.2708333333335
2016-03-20,575.2083333333334
2016-03-21,924.0104166666667
2016-03-22,1024.9479166666667
2016-03-23,1153.75
2016-03-24,1228.0208333333333
2016-03-25,1130.5208333333333
2016-03-26,1003.6458333333333
2016-03-27,633.2291666666666
2016-03-28,695.2604166666665
2016-03-29,1762.34375
2016-03-30,809.7395833333333
2016-03-31,545.1041666666666
2016-04-01,1280.625
2016-04-02,760.3645833333333
2016-04-03,1169.5833333333333
2016-04-04,1191.6666666666667
2016-04-05,1378.59375
2016-04-06,1726.875
2016-04-07,1208.59375
2016-04-08,1468.020833333333
2016-04-09,949.1145833333333
2016-04-10,1165.4166666666667
2016-04-11,998.0208333333333
2016-04-12,1696.354166666667
2016-04-13,1276.9791666666667
2016-04-14,1376.927083333333
2016-04-15,1256.25
2016-04-16,920.4166666666667
2016-04-17,800.3125
2016-04-18,1211.6666666666667
2016-04-19,1605.9375
2016-04-20,1531.614583333333
2016-04-21,1468.697916666667
2016-04-22,1071.6666666666667
2016-04-23,980.46875
2016-04-24,554.0625
2016-04-25,881.4583333333333
2016-04-26,829.375
2016-04-27,1001.6666666666667
2016-04-28,1134.6354166666667
2016-04-29,1119.21875
2016-04-30,806.3020833333335
2016-05-01,963.28125
2016-05-02,1876.6145833333335
2016-05-03,1480.2083333333335
2016-05-04,1711.875
2016-05-05,1295.572916666667
2016-05-06,1413.59375
2016-05-07,1168.6458333333333
2016-05-08,1159.375
2016-05-09,1201.6666666666667
2016-05-10,974.53125
2016-05-11,1082.7083333333333
2016-05-12,1154.21875
2016-05-13,1217.9166666666667
2016-05-14,866.6666666666667
2016-05-15,1280.260416666667
2016-05-16,916.8229166666667
2016-05-17,1479.53125
2016-05-18,1145.5208333333333
2016-05-19,1132.7083333333333
2016-05-20,1316.666666666667
2016-05-21,1278.125
2016-05-22,425.625
2016-05-23,620.3125
2016-05-24,1761.7708333333335
2016-05-25,1881.7708333333335
2016-05-26,1760.8333333333335
2016-05-27,1656.4583333333335
2016-05-28,1057.2395833333333
2016-05-29,731.5104166666665
2016-05-30,436.40625
2016-05-31,514.1145833333334
2016-06-01,1153.3333333333333
2016-06-02,1121.4583333333333
2016-06-03,1318.177083333333
2016-06-04,1119.375
2016-06-05,1222.7604166666667
2016-06-06,1467.1875
2016-06-07,1718.1770833333335
2016-06-08,1723.9583333333335
2016-06-09,1864.1666666666665
2016-06-10,1815.9375
2016-06-11,1166.1458333333333
2016-06-12,703.4895833333335
2016-06-13,1315.729166666667
2016-06-14,1428.4895833333335
2016-06-15,1400.364583333333
2016-06-16,1328.854166666667
2016-06-17,1359.21875
2016-06-18,918.75
2016-06-19,1058.75
2016-06-20,842.1354166666667
2016-06-21,1372.291666666667
2016-06-22,1717.2395833333335
2016-06-23,1662.7604166666665
2016-06-24,1611.1979166666665
2016-06-25,1273.9583333333333
2016-06-26,1006.40625
2016-06-27,1193.8541666666667
2016-06-28,1627.6041666666665
2016-06-29,1708.9583333333335
2016-06-30,1442.760416666667
2016-07-01,1476.5104166666665
2016-07-02,1149.6354166666667
2016-07-03,782.6041666666667
2016-07-04,1473.541666666667
2016-07-05,1617.2916666666665
2016-07-06,1697.03125
2016-07-07,1798.9583333333335
2016-07-08,1690.2604166666665
2016-07-09,1361.875
2016-07-10,1187.8645833333333
2016-07-11,1487.5
2016-07-12,1344.0625
2016-07-13,1229.1666666666667
2016-07-14,1065.6770833333333
2016-07-15,1110.0520833333333
2016-07-16,1011.9270833333333
2016-07-17,1052.7604166666667
2016-07-18,1359.635416666667
2016-07-19,1431.770833333333
2016-07-20,1488.854166666667
2016-07-21,1525.625
2016-07-22,1571.822916666667
2016-07-23,1374.166666666667
2016-07-24,919.4791666666667
2016-07-25,1367.1875
2016-07-26,1534.010416666667
2016-07-27,1474.7916666666665
2016-07-28,1434.322916666667
2016-07-29,1244.53125
2016-07-30,1152.2916666666667
2016-07-31,1064.375
2016-08-01,1319.895833333333
2016-08-02,757.7083333333333
2016-08-03,1140.9375
2016-08-04,1073.4895833333333
2016-08-05,1190.78125
2016-08-06,1050.15625
2016-08-07,1111.5104166666667
2016-08-08,1068.75
2016-08-09,1216.3020833333333
2016-08-10,1041.875
2016-08-11,1090.78125
2016-08-12,1029.4270833333333
2016-08-13,924.4270833333333
2016-08-14,883.0729166666667
2016-08-15,949.4270833333333
2016-08-16,1107.8125
2016-08-17,1120.0520833333333
2016-08-18,884.7916666666667
2016-08-19,938.6458333333333
2016-08-20,917.5520833333333
2016-08-21,759.7395833333333
2016-08-22,1250.0
2016-08-23,1359.479166666667
2016-08-24,1313.28125
2016-08-25,1300.052083333333
2016-08-26,1213.4895833333333
2016-08-27,1002.65625
2016-08-28,1100.0
2016-08-29,1270.8854166666667
2016-08-30,1649.8958333333335
2016-08-31,1646.3020833333335
2016-09-01,1699.6354166666665
2016-09-02,1701.71875
2016-09-03,1416.1979166666665
2016-09-04,1037.7083333333333
2016-09-05,1062.0833333333333
2016-09-06,1623.5416666666665
2016-09-07,1848.3854166666665
2016-09-08,1861.875
2016-09-09,1823.3854166666665
2016-09-10,1458.75
2016-09-11,1145.5729166666667
2016-09-12,1707.5
2016-09-13,1834.9479166666665
2016-09-14,1822.2395833333335
2016-09-15,1334.53125
2016-09-16,1405.3125
2016-09-17,1036.6145833333333
2016-09-18,1045.0520833333333
2016-09-19,1165.8854166666667
2016-09-20,1643.3854166666665
2016-09-21,1758.28125
2016-09-22,1831.6666666666665
2016-09-23,1716.9270833333335
2016-09-24,1617.7604166666665
2016-09-25,1879.84375
2016-09-26,1582.2395833333335
2016-09-27,1844.53125
2016-09-28,1784.6875
2016-09-29,1721.5625
2016-09-30,1482.395833333333
2016-10-01,1286.510416666667
2016-10-02,1220.2604166666667
2016-10-03,1545.5729166666665
2016-10-04,1639.6875
2016-10-05,1663.28125
2016-10-06,1600.0520833333335
2016-10-07,1448.125
2016-10-08,1113.6979166666667
2016-10-09,1087.4479166666667
2016-10-10,1288.4375
2016-10-11,1496.8229166666665
2016-10-12,1458.0729166666665
2016-10-13,1361.666666666667
2016-10-14,1128.4895833333333
2016-10-15,1161.5104166666667
2016-10-16,1178.3333333333333
2016-10-17,1321.458333333333
2016-10-18,1370.0
2016-10-19,1401.458333333333
2016-10-20,1315.885416666667
2016-10-21,1251.9270833333333
2016-10-22,1186.875
2016-10-23,755.4166666666665
2016-10-24,746.7708333333333
2016-10-25,1217.4479166666667
2016-10-26,1296.40625
2016-10-27,1306.979166666667
2016-10-28,1247.8125
2016-10-29,830.0
2016-10-30,991.5104166666667
2016-10-31,1131.3541666666667
2016-11-01,945.46875
2016-11-02,1275.0520833333333
2016-11-03,1435.677083333333
2016-11-04,960.1041666666667
2016-11-05,894.1145833333333
2016-11-06,809.6354166666667
2016-11-07,698.75
2016-11-08,1192.65625
2016-11-09,768.75
2016-11-10,1004.2708333333333
2016-11-11,810.3125
2016-11-12,561.7708333333334
2016-11-13,481.45833333333337
2016-11-14,1116.6145833333333
2016-11-15,1124.0104166666667
2016-11-16,1200.2604166666667
2016-11-17,1238.2291666666667
2016-11-18,1250.9895833333333
2016-11-19,946.875
2016-11-20,534.8958333333334
2016-11-21,1060.3125
2016-11-22,1296.927083333333
2016-11-23,1232.8125
2016-11-24,1380.052083333333
2016-11-25,1268.8020833333333
2016-11-26,931.0416666666667
2016-11-27,830.3125
2016-11-28,1168.3333333333333
2016-11-29,1176.1979166666667
2016-11-30,1185.0520833333333
2016-12-01,1196.40625
2016-12-02,1199.5833333333333
2016-12-03,928.6458333333333
2016-12-04,714.5833333333335
2016-12-05,1131.6145833333333
2016-12-06,1302.552083333333
2016-12-07,1247.5520833333333
2016-12-08,1234.8958333333333
2016-12-09,1160.0
2016-12-10,883.90625
2016-12-11,805.5208333333335
2016-12-12,1028.125
2016-12-13,1099.21875
2016-12-14,1235.9895833333333
2016-12-15,1236.9270833333333
2016-12-16,1176.5625
2016-12-17,813.6458333333333
2016-12-18,617.6041666666666
2016-12-19,984.84375
2016-12-20,1088.5416666666667
2016-12-21,985.0
2016-12-22,835.78125
2016-12-23,766.71875
2016-12-24,475.41666666666663
2016-12-25,319.9479166666667
2016-12-26,637.8645833333334
2016-12-27,697.34375
2016-12-28,755.46875
2016-12-29,736.09375
2016-12-30,605.625
2016-12-31,316.09375
2017-01-01,223.41666666666669
2017-01-02,606.5208333333334
2017-01-03,904.4583333333334
2017-01-04,921.375
2017-01-05,1038.7708333333333
2017-01-06,975.0416666666666
2017-01-07,475.5625
2017-01-08,537.8333333333334
2017-01-09,870.9166666666666
2017-01-10,1006.5416666666666
2017-01-11,1023.0208333333334
2017-01-12,845.8333333333334
2017-01-13,865.6666666666666
2017-01-14,690.0833333333334
2017-01-15,440.125
2017-01-16,902.5625
2017-01-17,918.8958333333334
2017-01-18,901.6875
2017-01-19,909.4166666666666
2017-01-20,877.0416666666666
2017-01-21,633.7916666666666
2017-01-22,485.0416666666667
2017-01-23,840.0
2017-01-24,850.2083333333334
2017-01-25,838.8333333333334
2017-01-26,896.0
2017-01-27,894.3958333333334
2017-01-28,648.6666666666666
2017-01-29,501.8125
2017-01-30,882.4375
2017-01-31,963.375
2017-02-01,1062.3958333333333
2017-02-02,1067.9375
2017-02-03,940.4791666666666
2017-02-04,505.75
2017-02-05,515.9583333333334
2017-02-06,913.0625
2017-02-07,799.4583333333334
2017-02-08,990.5
2017-02-09,921.0833333333334
2017-02-10,782.1041666666666
2017-02-11,502.25
2017-02-12,436.04166666666663
2017-02-13,894.8333333333334
2017-02-14,898.3333333333334
2017-02-15,1114.8958333333333
2017-02-16,942.8125
2017-02-17,1009.8958333333334
2017-02-18,829.0625
2017-02-19,697.9583333333334
2017-02-20,1022.0
2017-02-21,1193.9375
2017-02-22,1165.0625
2017-02-23,1088.2083333333333
2017-02-24,1150.625
2017-02-25,943.1041666666666
2017-02-26,705.1041666666666
2017-02-27,874.5625
2017-02-28,953.8958333333334
2017-03-01,830.0833333333334
2017-03-02,1214.6458333333333
2017-03-03,1201.5208333333333
2017-03-04,481.9791666666667
2017-03-05,391.2708333333333
2017-03-06,814.625
2017-03-07,1107.8958333333333
2017-03-08,987.2916666666666
2017-03-09,1125.25
2017-03-10,1156.3125
2017-03-11,1056.5625
2017-03-12,850.0625
2017-03-13,1199.3333333333333
2017-03-14,1295.1458333333333
2017-03-15,1270.3541666666667
2017-03-16,1463.1458333333333
2017-03-17,1195.1041666666667
2017-03-18,764.8958333333334
2017-03-19,747.3958333333334
2017-03-20,1118.6875
2017-03-21,1203.4166666666667
2017-03-22,1174.25
2017-03-23,1039.7916666666667
2017-03-24,970.5208333333334
2017-03-25,1157.1875
2017-03-26,996.9166666666666
2017-03-27,1332.4791666666667
2017-03-28,1348.2291666666667
2017-03-29,1393.875
2017-03-30,1643.9791666666667
2017-03-31,1385.5625
2017-04-01,974.8958333333334
2017-04-02,1040.2291666666667
2017-04-03,1270.2083333333333
2017-04-04,1273.125
2017-04-05,1260.5833333333333
2017-04-06,1319.9375
2017-04-07,1198.0208333333333
2017-04-08,1166.8125
2017-04-09,1140.8541666666667
2017-04-10,1118.3958333333333
2017-04-11,1285.0833333333333
2017-04-12,1280.125
2017-04-13,1210.4166666666667
2017-04-14,1110.5208333333333
2017-04-15,559.2708333333334
2017-04-16,621.1041666666666
2017-04-17,491.8958333333333
2017-04-18,1047.8125
2017-04-19,1232.2916666666667
2017-04-20,1309.1458333333333
2017-04-21,1383.0833333333333
2017-04-22,913.9375
2017-04-23,930.7083333333334
2017-04-24,1272.9791666666667
2017-04-25,1078.1458333333333
2017-04-26,1047.9583333333333
2017-04-27,1141.0
2017-04-28,840.0
2017-04-29,885.7916666666666
2017-04-30,564.375
2017-05-01,604.1875
2017-05-02,1205.4583333333333
2017-05-03,848.6041666666666
2017-05-04,1112.2708333333333
2017-05-05,1240.0208333333333
2017-05-06,575.8958333333334
2017-05-07,701.3125
2017-05-08,694.1666666666666
2017-05-09,1346.0416666666667
2017-05-10,1495.8125
2017-05-11,1365.1458333333333
2017-05-12,1226.75
2017-05-13,1127.0
2017-05-14,781.2291666666666
2017-05-15,1294.2708333333333
2017-05-16,1559.8333333333333
2017-05-17,1413.125
2017-05-18,1043.2916666666667
2017-05-19,1125.6875
2017-05-20,1157.4791666666667
2017-05-21,1066.4791666666667
2017-05-22,1439.5208333333333
2017-05-23,1508.6458333333333
2017-05-24,1423.625
2017-05-25,1063.8541666666667
2017-05-26,1188.9791666666667
2017-05-27,981.75
2017-05-28,806.6041666666666
2017-05-29,1264.8125
2017-05-30,1555.6041666666667
2017-05-31,1560.2708333333333
2017-06-01,1668.625
2017-06-02,1320.8125
2017-06-03,856.7708333333334
2017-06-04,1067.3541666666667
2017-06-05,1123.6458333333333
2017-06-06,1007.5625
2017-06-07,1446.8125
2017-06-08,1570.7708333333333
2017-06-09,1450.4583333333333
2017-06-10,1304.1875
2017-06-11,1030.1666666666667
2017-06-12,1450.4583333333333
2017-06-13,1569.75
2017-06-14,1558.9583333333333
2017-06-15,1683.7916666666667
2017-06-16,1564.0625
2017-06-17,1281.0
2017-06-18,1054.9583333333333
2017-06-19,1361.5
2017-06-20,1370.8333333333333
2017-06-21,1581.125
2017-06-22,1420.5625
2017-06-23,1510.25
2017-06-24,889.7291666666666
2017-06-25,1087.3333333333333
2017-06-26,1365.4375
2017-06-27,1180.2291666666667
2017-06-28,1244.1041666666667
2017-06-29,1301.5625
2017-06-30,1032.2083333333333
2017-07-01,730.0416666666666
2017-07-02,768.1041666666666
2017-07-03,1347.3541666666667
2017-07-04,1602.125
2017-07-05,1527.75
2017-07-06,1335.6875
2017-07-07,1419.3958333333333
2017-07-08,1178.7708333333333
2017-07-09,838.25
2017-07-10,684.1041666666666
2017-07-11,1206.0416666666667
2017-07-12,1136.9166666666665
2017-07-13,1067.6166666666666
2017-07-14,820.1666666666666
2017-07-15,942.55
2017-07-16,828.625
2017-07-17,1081.4416666666666
2017-07-18,1138.6666666666665
2017-07-19,1058.05
2017-07-20,1127.875
2017-07-21,1182.3583333333333
2017-07-22,763.0
2017-07-23,652.8083333333333
2017-07-24,804.825
2017-07-25,1013.8333333333334
2017-07-26,984.725
2017-07-27,932.05
2017-07-28,977.2
2017-07-29,873.4833333333333
2017-07-30,772.2166666666667
2017-07-31,875.875
2017-08-01,967.6916666666666
2017-08-02,1044.4583333333335
2017-08-03,979.475
2017-08-04,880.8333333333334
2017-08-05,773.15
2017-08-06,767.725
2017-08-07,853.3
2017-08-08,567.8166666666667
2017-08-09,655.55
2017-08-10,583.45
2017-08-11,704.1416666666667
2017-08-12,487.2583333333333
2017-08-13,631.4583333333333
2017-08-14,732.9583333333333
2017-08-15,576.975
2017-08-16,787.9083333333333
2017-08-17,670.4833333333333
2017-08-18,495.425
2017-08-19,685.9416666666667
2017-08-20,741.125
2017-08-21,844.55
2017-08-22,1022.6416666666667
2017-08-23,1038.5666666666666
2017-08-24,1011.5583333333334
2017-08-25,645.4583333333333
2017-08-26,795.4916666666667
2017-08-27,768.7166666666667
2017-08-28,1051.4583333333335
2017-08-29,1132.25
2017-08-30,981.8083333333334
2017-08-31,1122.1583333333333
2017-09-01,943.1333333333334
2017-09-02,854.2333333333333
2017-09-03,816.1416666666667
2017-09-04,1214.6166666666666
2017-09-05,1326.4416666666666
2017-09-06,1317.225
2017-09-07,1268.8666666666666
2017-09-08,927.2083333333334
2017-09-09,754.4833333333333
2017-09-10,811.0083333333333
2017-09-11,1124.6083333333333
2017-09-12,1184.05
2017-09-13,670.6583333333333
2017-09-14,1039.0333333333333
2017-09-15,1166.0833333333335
2017-09-16,897.9833333333333
2017-09-17,707.0
2017-09-18,1054.55
2017-09-19,1063.825
2017-09-20,1273.0083333333334
2017-09-21,1345.6333333333334
2017-09-22,1241.1583333333333
2017-09-23,989.5666666666666
2017-09-24,1002.8083333333334
2017-09-25,1171.1
2017-09-26,1252.5333333333333
2017-09-27,1312.325
2017-09-28,1249.15
2017-09-29,1203.0666666666666
2017-09-30,850.15
2017-10-01,1265.95
2017-10-02,1144.85
2017-10-03,1266.3583333333333
2017-10-04,1284.9666666666667
2017-10-05,1072.4583333333335
2017-10-06,1192.3333333333335
2017-10-07,875.0
2017-10-08,729.225
2017-10-09,1155.4666666666667
2017-10-10,1247.4
2017-10-11,1279.6
2017-10-12,1296.4
2017-10-13,1310.2833333333333
2017-10-14,1157.3333333333335
2017-10-15,1038.9166666666665
2017-10-16,1275.6333333333334
2017-10-17,1371.3
2017-10-18,1362.4916666666666
2017-10-19,1238.125
2017-10-20,1247.8666666666666
2017-10-21,867.9416666666666
2017-10-22,643.8833333333333
2017-10-23,781.9583333333333
2017-10-24,855.2833333333334
2017-10-25,1092.8166666666666
2017-10-26,1074.5583333333334
2017-10-27,1046.7333333333333
2017-10-28,776.0083333333333
2017-10-29,489.0666666666667
2017-10-30,906.9666666666666
2017-10-31,987.1166666666666
2017-11-01,749.35
2017-11-02,1005.4916666666666
2017-11-03,1016.8666666666666
2017-11-04,642.1916666666667
2017-11-05,605.675
2017-11-06,1030.5166666666667
2017-11-07,1134.8166666666666
2017-11-08,1059.1583333333333
2017-11-09,1153.8333333333335
2017-11-10,1100.575
2017-11-11,545.7666666666667
2017-11-12,403.08333333333337
2017-11-13,977.375
2017-11-14,1092.0
2017-11-15,1046.0333333333333
2017-11-16,1084.3583333333333
2017-11-17,1043.4083333333333
2017-11-18,738.85
2017-11-19,618.1583333333333
2017-11-20,932.8083333333334
2017-11-21,1033.2
2017-11-22,1108.2166666666667
2017-11-23,981.75
2017-11-24,939.225
2017-11-25,606.025
2017-11-26,528.15
2017-11-27,727.5333333333333
2017-11-28,854.7
2017-11-29,868.7
2017-11-30,852.6583333333334
2017-12-01,745.7333333333333
2017-12-02,521.675
2017-12-03,338.39166666666665
2017-12-04,846.8833333333334
2017-12-05,935.6666666666666
2017-12-06,920.3833333333334
2017-12-07,763.4666666666667
2017-12-08,710.85
2017-12-09,436.8
2017-12-10,368.55
2017-12-11,565.8333333333333
2017-12-12,898.0416666666666
2017-12-13,526.8083333333333
2017-12-14,696.6166666666667
2017-12-15,561.8083333333334
2017-12-16,470.76944444444445
2017-12-17,434.5249999999999
2017-12-18,717.3833333333333
2017-12-19,734.9125
2017-12-20,671.5138888888889
2017-12-21,643.2902777777778
2017-12-22,623.3694444444444
2017-12-23,401.28472222222223
2017-12-24,254.95555555555555
2017-12-25,195.51388888888889
2017-12-26,297.4611111111111
2017-12-27,246.6916666666667
2017-12-28,365.1958333333334
2017-12-29,289.68333333333334
2017-12-30,336.9527777777778
2017-12-31,247.51805555555555
2018-01-01,82.6190476190476
2018-01-02,279.5238095238096
2018-01-03,262.0238095238096
2018-01-04,255.35714285714286
2018-01-05,376.4285714285714
2018-01-06,326.90476190476187
2018-01-07,277.9761904761904
2018-01-08,683.3333333333334
2018-01-09,709.2857142857142
2018-01-10,651.0714285714286
2018-01-11,722.6190476190477
2018-01-12,678.9285714285714
2018-01-13,428.2142857142857
2018-01-14,428.69047619047615
2018-01-15,465.7142857142857
2018-01-16,507.3809523809523
2018-01-17,561.9047619047619
2018-01-18,517.8571428571428
2018-01-19,603.4523809523808
2018-01-20,281.7857142857143
2018-01-21,195.35714285714286
2018-01-22,430.95238095238096
2018-01-23,662.2619047619048
2018-01-24,726.4285714285714
2018-01-25,595.8333333333334
2018-01-26,735.1190476190477
2018-01-27,488.3333333333333
2018-01-28,457.26190476190476
2018-01-29,687.6190476190477
2018-01-30,678.3333333333334
2018-01-31,480.35714285714283
2018-02-01,652.1428571428571
2018-02-02,653.0952380952381
2018-02-03,314.1666666666667
2018-02-04,338.80952380952385
2018-02-05,502.26190476190476
2018-02-06,302.0238095238096
2018-02-07,78.33333333333333
2018-02-08,174.16666666666666
2018-02-09,171.66666666666666
2018-02-10,308.5714285714286
2018-02-11,262.26190476190476
2018-02-12,618.8095238095237
2018-02-13,578.0952380952381
2018-02-14,581.9047619047619
2018-02-15,509.88095238095246
2018-02-16,677.7380952380952
2018-02-17,439.88095238095246
2018-02-18,446.4285714285714
2018-02-19,456.0714285714286
2018-02-20,525.8333333333334
2018-02-21,614.2857142857143
2018-02-22,631.4285714285714
2018-02-23,528.9285714285714
2018-02-24,315.1190476190476
2018-02-25,274.5238095238096
2018-02-26,404.1666666666667
2018-02-27,357.26190476190476
2018-02-28,361.30952380952385
2018-03-01,212.7380952380952
2018-03-02,365.0
2018-03-03,353.2142857142857
2018-03-04,174.52380952380952
2018-03-05,591.1904761904763
2018-03-06,645.2380952380952
2018-03-07,417.9761904761904
2018-03-08,484.8809523809523
2018-03-09,503.8095238095238
2018-03-10,436.19047619047615
2018-03-11,502.0238095238096
2018-03-12,501.0714285714286
2018-03-13,617.8571428571428
2018-03-14,751.7857142857142
2018-03-15,569.7619047619048
2018-03-16,641.7857142857143
2018-03-17,186.7857142857143
2018-03-18,190.2380952380952
2018-03-19,387.26190476190476
2018-03-20,600.2380952380952
2018-03-21,621.1904761904763
2018-03-22,702.0238095238095
2018-03-23,559.6428571428572
2018-03-24,557.8571428571428
2018-03-25,460.4761904761904
2018-03-26,671.3095238095237
2018-03-27,427.8571428571429
2018-03-28,452.5
2018-03-29,647.0238095238095
2018-03-30,525.4761904761905
2018-03-31,395.23809523809524
2018-04-01,313.92857142857144
2018-04-02,379.2857142857143
2018-04-03,599.5238095238095
2018-04-04,651.4285714285714
2018-04-05,747.0238095238095
2018-04-06,880.9523809523808
2018-04-07,730.7142857142858
2018-04-08,705.9523809523808
2018-04-09,478.2142857142857
2018-04-10,758.2142857142858
2018-04-11,910.7142857142858
2018-04-12,662.8571428571429
2018-04-13,794.1666666666666
2018-04-14,569.2857142857143
2018-04-15,610.0
2018-04-16,687.0238095238095
2018-04-17,822.5
2018-04-18,869.4047619047619
2018-04-19,845.2380952380951
2018-04-20,779.6428571428572
2018-04-21,676.9047619047619
2018-04-22,594.5238095238095
2018-04-23,635.2380952380952
2018-04-24,774.5238095238095
2018-04-25,612.8571428571428
2018-04-26,681.5476190476192
2018-04-27,644.8809523809523
2018-04-28,463.4523809523809
2018-04-29,224.76190476190473
2018-04-30,264.64285714285717
2018-05-01,442.26190476190476
2018-05-02,706.5476190476192
2018-05-03,766.1904761904763
2018-05-04,810.9523809523808
2018-05-05,768.8095238095237
2018-05-06,677.0238095238095
2018-05-07,728.6904761904763
2018-05-08,733.2142857142858
2018-05-09,750.3571428571428
2018-05-10,530.3571428571428
2018-05-11,703.3333333333334
2018-05-12,419.1666666666667
2018-05-13,347.73809523809524
2018-05-14,425.1190476190477
2018-05-15,775.5952380952381
2018-05-16,840.0
2018-05-17,865.1190476190477
2018-05-18,824.6428571428572
2018-05-19,714.5238095238095
2018-05-20,672.2619047619048
2018-05-21,641.7857142857143
2018-05-22,693.6904761904763
2018-05-23,795.8333333333334
2018-05-24,895.7142857142858
2018-05-25,829.6428571428572
2018-05-26,778.5714285714286
2018-05-27,658.0952380952381
2018-05-28,713.8095238095237
2018-05-29,702.5
2018-05-30,866.5476190476192
2018-05-31,904.7619047619046
2018-06-01,786.0714285714286
2018-06-02,758.9285714285714
2018-06-03,789.8809523809523
2018-06-04,720.4761904761905
2018-06-05,538.5714285714286
2018-06-06,584.7619047619048
2018-06-07,912.9761904761904
2018-06-08,931.9047619047618
2018-06-09,695.1190476190477
